Year,sex,age,pops,Age,Sex
2016,women,5,2582000,age05_09,/women
2016,women,10,2698000,age10_14,/women
2016,women,15,2934000,age15_19,/women
2016,women,20,3002000,age20_24,/women
2016,women,25,3139000,age25_29,/women
2016,women,30,3580000,age30_34,/women
2016,women,35,4012000,age35_39,/women
2016,women,40,4786000,age40_44,/women
2016,women,45,4553000,age45_49,/women
2016,women,50,3996000,age50_54,/women
2016,women,55,3800000,age55_59,/women
2016,women,60,4125000,age60_64,/women
2016,women,65,5151000,age65_69,/women
2016,women,70,4091000,age70_74,/women
2016,women,75,3640000,age75_79,/women
2016,women,80,6702000,age80_,/women
2017,men,0,2522000,age00_04,/men
2017,men,5,2695000,age05_09,/men
2017,men,10,2796000,age10_14,/men
2017,men,15,3062000,age15_19,/men
2017,men,20,3206000,age20_24,/men
2017,men,25,3251000,age25_29,/men
2017,men,30,3635000,age30_34,/men
2017,men,35,4019000,age35_39,/men
2017,men,40,4799000,age40_44,/men
2017,men,45,4794000,age45_49,/men
2017,men,50,4101000,age50_54,/men
2017,men,55,3791000,age55_59,/men
2017,men,60,3857000,age60_64,/men
2017,men,65,4773000,age65_69,/men
2017,men,70,3646000,age70_74,/men
2017,men,75,3015000,age75_79,/men
2017,men,80,3788000,age80_,/men
2017,women,0,2403000,age00_04,/women
2017,women,5,2566000,age05_09,/women
2017,women,10,2663000,age10_14,/women
2017,women,15,2911000,age15_19,/women
2017,women,20,3043000,age20_24,/women
2017,women,25,3099000,age25_29,/women
2017,women,30,3512000,age30_34,/women
2017,women,35,3904000,age35_39,/women
2017,women,40,4664000,age40_44,/women
2017,women,45,4695000,age45_49,/women
2017,women,50,4062000,age50_54,/women
2017,women,55,3810000,age55_59,/women
2017,women,60,3964000,age60_64,/women
2017,women,65,5091000,age65_69,/women
2017,women,70,4150000,age70_74,/women
2017,women,75,3747000,age75_79,/women
2017,women,80,6883000,age80_,/women
2018,men,0,2483000,age00_04,/men
2018,men,5,2670000,age05_09,/men
2018,men,10,2775000,age10_14,/men
2018,men,15,3026000,age15_19,/men
2018,men,20,3239000,age20_24,/men
2018,men,25,3244000,age25_29,/men
2018,men,30,3565000,age30_34,/men
2018,men,35,3934000,age35_39,/men
2018,men,40,4636000,age40_44,/men
2018,men,45,4917000,age45_49,/men
2018,men,50,4198000,age50_54,/men
2018,men,55,3827000,age55_59,/men
2018,men,60,3759000,age60_64,/men
2018,men,65,4554000,age65_69,/men
2018,men,70,3854000,age70_74,/men
2018,men,75,3083000,age75_79,/men
2018,men,80,3906000,age80_,/men
2018,women,0,2365000,age00_04,/women
2018,women,5,2542000,age05_09,/women
2018,women,10,2639000,age10_14,/women
2018,women,15,2878000,age15_19,/women
2018,women,20,3078000,age20_24,/women
2018,women,25,3082000,age25_29,/women
2018,women,30,3432000,age30_34,/women
2018,women,35,3819000,age35_39,/women
2018,women,40,4502000,age40_44,/women
2018,women,45,4809000,age45_49,/women
2018,women,50,4152000,age50_54,/women
2018,women,55,3837000,age55_59,/women
2018,women,60,3859000,age60_64,/women
2018,women,65,4850000,age65_69,/women
2018,women,70,4350000,age70_74,/women
2018,women,75,3835000,age75_79,/women
2018,women,80,7042000,age80_,/women
2019,men,0,2418000,age00_04,/men
2019,men,5,2645000,age05_09,/men
2019,men,10,2760000,age10_14,/men
2019,men,15,2986000,age15_19,/men
2019,men,20,3261000,age20_24,/men
2019,men,25,3262000,age25_29,/men
2019,men,30,3503000,age30_34,/men
2019,men,35,3872000,age35_39,/men
2019,men,40,4462000,age40_44,/men
2019,men,45,4991000,age45_49,/men
2019,men,50,4318000,age50_54,/men
2019,men,55,3877000,age55_59,/men
2019,men,60,3705000,age60_64,/men
2019,men,65,4268000,age65_69,/men
2019,men,70,4109000,age70_74,/men
2019,men,75,3120000,age75_79,/men
2019,men,80,4034000,age80_,/men
2019,women,0,2301000,age00_04,/women
2019,women,5,2517000,age05_09,/women
2019,women,10,2624000,age10_14,/women
2019,women,15,2837000,age15_19,/women
2019,women,20,3099000,age20_24,/women
2019,women,25,3088000,age25_29,/women
2019,women,30,3356000,age30_34,/women
2019,women,35,3755000,age35_39,/women
2019,women,40,4332000,age40_44,/women
2019,women,45,4871000,age45_49,/women
2019,women,50,4267000,age50_54,/women
2019,women,55,3881000,age55_59,/women
2019,women,60,3794000,age60_64,/women
2019,women,65,4537000,age65_69,/women
2019,women,70,4614000,age70_74,/women
2019,women,75,3884000,age75_79,/women
2019,women,80,7202000,age80_,/women
2020,men,0,2322000,age00_04,/men
2020,men,5,2622000,age05_09,/men
2020,men,10,2755000,age10_14,/men
2020,men,15,2930000,age15_19,/men
2020,men,20,3236000,age20_24,/men
2020,men,25,3278000,age25_29,/men
2020,men,30,3434000,age30_34,/men
2020,men,35,3809000,age35_39,/men
2020,men,40,4297000,age40_44,/men
2020,men,45,4985000,age45_49,/men
2020,men,50,4457000,age50_54,/men
2020,men,55,3915000,age55_59,/men
2020,men,60,3672000,age60_64,/men
2020,men,65,4014000,age65_69,/men
2020,men,70,4328000,age70_74,/men
2020,men,75,3104000,age75_79,/men
2020,men,80,4188000,age80_,/men
2020,women,0,2218000,age00_04,/women
2020,women,5,2496000,age05_09,/women
2020,women,10,2619000,age10_14,/women
2020,women,15,2784000,age15_19,/women
2020,women,20,3089000,age20_24,/women
2020,women,25,3105000,age25_29,/women
2020,women,30,3286000,age30_34,/women
2020,women,35,3695000,age35_39,/women
2020,women,40,4176000,age40_44,/women
2020,women,45,4866000,age45_49,/women
2020,women,50,4405000,age50_54,/women
2020,women,55,3924000,age55_59,/women
2020,women,60,3761000,age60_64,/women
2020,women,65,4254000,age65_69,/women
2020,women,70,4850000,age70_74,/women
2020,women,75,3863000,age75_79,/women
2020,women,80,7416000,age80_,/women
2021,men,0,2250000,age00_04,/men
2021,men,5,2582000,age05_09,/men
2021,men,10,2739000,age10_14,/men
2021,men,15,2873000,age15_19,/men
2021,men,20,3202000,age20_24,/men
2021,men,25,3274000,age25_29,/men
2021,men,30,3350000,age30_34,/men
2021,men,35,3734000,age35_39,/men
2021,men,40,4149000,age40_44,/men
2021,men,45,4916000,age45_49,/men
2021,men,50,4612000,age50_54,/men
2021,men,55,3962000,age55_59,/men
2021,men,60,3666000,age60_64,/men
2021,men,65,3811000,age65_69,/men
2021,men,70,4447000,age70_74,/men
2021,men,75,3100000,age75_79,/men
2021,men,80,4353000,age80_,/men
2021,women,0,2144000,age00_04,/women
2021,women,5,2458000,age05_09,/women
2021,women,10,2603000,age10_14,/women
2021,women,15,2724000,age15_19,/women
2021,women,20,3054000,age20_24,/women
2021,women,25,3100000,age25_29,/women
2021,women,30,3203000,age30_34,/women
2021,women,35,3617000,age35_39,/women
2021,women,40,4034000,age40_44,/women
2021,women,45,4795000,age45_49,/women
2021,women,50,4549000,age50_54,/women
2021,women,55,3968000,age55_59,/women
2021,women,60,3749000,age60_64,/women
2021,women,65,4031000,age65_69,/women
2021,women,70,4978000,age70_74,/women
2021,women,75,3844000,age75_79,/women
2021,women,80,7630000,age80_,/women
2022,men,0,2331000,age00_04,/men
2022,men,5,2510000,age05_09,/men
2022,men,10,2683000,age10_14,/men
2022,men,15,2799000,age15_19,/men
2022,men,20,3110000,age20_24,/men
2022,men,25,3199000,age25_29,/men
2022,men,30,3213000,age30_34,/men
2022,men,35,3587000,age35_39,/men
2022,men,40,3972000,age40_44,/men
2022,men,45,4732000,age45_49,/men
2022,men,50,4711000,age50_54,/men
2022,men,55,4004000,age55_59,/men
2022,men,60,3662000,age60_64,/men
2022,men,65,3659000,age65_69,/men
2022,men,70,4393000,age70_74,/men
2022,men,75,3254000,age75_79,/men
2022,men,80,4545000,age80_,/men
2022,women,0,2215000,age00_04,/women
2022,women,5,2396000,age05_09,/women
2022,women,10,2559000,age10_14,/women
2022,women,15,2671000,age15_19,/women
2022,women,20,2960000,age20_24,/women
2022,women,25,3028000,age25_29,/women
2022,women,30,3065000,age30_34,/women
2022,women,35,3479000,age35_39,/women
2022,women,40,3880000,age40_44,/women
2022,women,45,4634000,age45_49,/women
2022,women,50,4653000,age50_54,/women
2022,women,55,4010000,age55_59,/women
2022,women,60,3751000,age60_64,/women
2022,women,65,3878000,age65_69,/women
2022,women,70,4923000,age70_74,/women
2022,women,75,3939000,age75_79,/women
2022,women,80,7904000,age80_,/women
2023,men,0,2286000,age00_04,/men
2023,men,5,2483000,age05_09,/men
2023,men,10,2649000,age10_14,/men
2023,men,15,2769000,age15_19,/men
2023,men,20,3065000,age20_24,/men
2023,men,25,3214000,age25_29,/men
2023,men,30,3178000,age30_34,/men
2023,men,35,3503000,age35_39,/men
2023,men,40,3870000,age40_44,/men
2023,men,45,4562000,age45_49,/men
2023,men,50,4817000,age50_54,/men
2023,men,55,4093000,age55_59,/men
2023,men,60,3694000,age60_64,/men
2023,men,65,3562000,age65_69,/men
2023,men,70,4204000,age70_74,/men
2023,men,75,3436000,age75_79,/men
2023,men,80,4688000,age80_,/men
2023,women,0,2172000,age00_04,/women
2023,women,5,2368000,age05_09,/women
2023,women,10,2527000,age10_14,/women
2023,women,15,2645000,age15_19,/women
2023,women,20,2920000,age20_24,/women
2023,women,25,3040000,age25_29,/women
2023,women,30,3025000,age30_34,/women
2023,women,35,3387000,age35_39,/women
2023,women,40,3786000,age40_44,/women
2023,women,45,4468000,age45_49,/women
2023,women,50,4754000,age50_54,/women
2023,women,55,4095000,age55_59,/women
2023,women,60,3775000,age60_64,/women
2023,women,65,3776000,age65_69,/women
2023,women,70,4698000,age70_74,/women
2023,women,75,4130000,age75_79,/women
2023,women,80,8113000,age80_,/women
2024,men,0,2247000,age00_04,/men
2024,men,5,2452000,age05_09,/men
2024,men,10,2611000,age10_14,/men
2024,men,15,2753000,age15_19,/men
2024,men,20,3006000,age20_24,/men
2024,men,25,3220000,age25_29,/men
2024,men,30,3169000,age30_34,/men
2024,men,35,3413000,age35_39,/men
2024,men,40,3790000,age40_44,/men
2024,men,45,4383000,age45_49,/men
2024,men,50,4873000,age50_54,/men
2024,men,55,4207000,age55_59,/men
2024,men,60,3726000,age60_64,/men
2024,men,65,3506000,age65_69,/men
2024,men,70,3958000,age70_74,/men
2024,men,75,3669000,age75_79,/men
2024,men,80,4790000,age80_,/men
2024,women,0,2136000,age00_04,/women
2024,women,5,2338000,age05_09,/women
2024,women,10,2492000,age10_14,/women
2024,women,15,2627000,age15_19,/women
2024,women,20,2872000,age20_24,/women
2024,women,25,3045000,age25_29,/women
2024,women,30,3006000,age30_34,/women
2024,women,35,3292000,age35_39,/women
2024,women,40,3706000,age40_44,/women
2024,women,45,4293000,age45_49,/women
2024,women,50,4807000,age50_54,/women
2024,women,55,4204000,age55_59,/women
2024,women,60,3806000,age60_64,/women
2024,women,65,3711000,age65_69,/women
2024,women,70,4404000,age70_74,/women
2024,women,75,4399000,age75_79,/women
2024,women,80,8256000,age80_,/women
2025,men,0,2215000,age00_04,/men
2025,men,5,2416000,age05_09,/men
2025,men,10,2574000,age10_14,/men
2025,men,15,2738000,age15_19,/men
2025,men,20,2948000,age20_24,/men
2025,men,25,3213000,age25_29,/men
2025,men,30,3172000,age30_34,/men
2025,men,35,3328000,age35_39,/men
2025,men,40,3715000,age40_44,/men
2025,men,45,4212000,age45_49,/men
2025,men,50,4868000,age50_54,/men
2025,men,55,4340000,age55_59,/men
2025,men,60,3768000,age60_64,/men
2025,men,65,3479000,age65_69,/men
2025,men,70,3721000,age70_74,/men
2025,men,75,3852000,age75_79,/men
2025,men,80,4890000,age80_,/men
2025,women,0,2105000,age00_04,/women
2025,women,5,2302000,age05_09,/women
2025,women,10,2458000,age10_14,/women
2025,women,15,2614000,age15_19,/women
2025,women,20,2819000,age20_24,/women
2025,women,25,3041000,age25_29,/women
2025,women,30,3005000,age30_34,/women
2025,women,35,3201000,age35_39,/women
2025,women,40,3634000,age40_44,/women
2025,women,45,4127000,age45_49,/women
2025,women,50,4803000,age50_54,/women
2025,women,55,4334000,age55_59,/women
2025,women,60,3844000,age60_64,/women
2025,women,65,3676000,age65_69,/women
2025,women,70,4126000,age70_74,/women
2025,women,75,4630000,age75_79,/women
2025,women,80,8378000,age80_,/women
2026,men,0,2189000,age00_04,/men
2026,men,5,2374000,age05_09,/men
2026,men,10,2543000,age10_14,/men
2026,men,15,2720000,age15_19,/men
2026,men,20,2895000,age20_24,/men
2026,men,25,3191000,age25_29,/men
2026,men,30,3186000,age30_34,/men
2026,men,35,3257000,age35_39,/men
2026,men,40,3640000,age40_44,/men
2026,men,45,4063000,age45_49,/men
2026,men,50,4795000,age50_54,/men
2026,men,55,4482000,age55_59,/men
2026,men,60,3820000,age60_64,/men
2026,men,65,3474000,age65_69,/men
2026,men,70,3537000,age70_74,/men
2026,men,75,3915000,age75_79,/men
2026,men,80,5036000,age80_,/men
2026,women,0,2081000,age00_04,/women
2026,women,5,2259000,age05_09,/women
2026,women,10,2427000,age10_14,/women
2026,women,15,2597000,age15_19,/women
2026,women,20,2771000,age20_24,/women
2026,women,25,3026000,age25_29,/women
2026,women,30,3015000,age30_34,/women
2026,women,35,3123000,age35_39,/women
2026,women,40,3557000,age40_44,/women
2026,women,45,3985000,age45_49,/women
2026,women,50,4731000,age50_54,/women
2026,women,55,4472000,age55_59,/women
2026,women,60,3893000,age60_64,/women
2026,women,65,3665000,age65_69,/women
2026,women,70,3913000,age70_74,/women
2026,women,75,4721000,age75_79,/women
2026,women,80,8552000,age80_,/women
2027,men,0,2169000,age00_04,/men
2027,men,5,2329000,age05_09,/men
2027,men,10,2513000,age10_14,/men
2027,men,15,2693000,age15_19,/men
2027,men,20,2856000,age20_24,/men
2027,men,25,3158000,age25_29,/men
2027,men,30,3204000,age30_34,/men
2027,men,35,3204000,age35_39,/men
2027,men,40,3563000,age40_44,/men
2027,men,45,3941000,age45_49,/men
2027,men,50,4669000,age50_54,/men
2027,men,55,4615000,age55_59,/men
2027,men,60,3886000,age60_64,/men
2027,men,65,3488000,age65_69,/men
2027,men,70,3399000,age70_74,/men
2027,men,75,3866000,age75_79,/men
2027,men,80,5223000,age80_,/men
2027,women,0,2062000,age00_04,/women
2027,women,5,2215000,age05_09,/women
2027,women,10,2399000,age10_14,/women
2027,women,15,2574000,age15_19,/women
2027,women,20,2733000,age20_24,/women
2027,women,25,2996000,age25_29,/women
2027,women,30,3030000,age30_34,/women
2027,women,35,3060000,age35_39,/women
2027,women,40,3474000,age40_44,/women
2027,women,45,3868000,age45_49,/women
2027,women,50,4605000,age50_54,/women
2027,women,55,4603000,age55_59,/women
2027,women,60,3955000,age60_64,/women
2027,women,65,3674000,age65_69,/women
2027,women,70,3760000,age70_74,/women
2027,women,75,4661000,age75_79,/women
2027,women,80,8792000,age80_,/women
2028,men,0,2152000,age00_04,/men
2028,men,5,2286000,age05_09,/men
2028,men,10,2485000,age10_14,/men
2028,men,15,2661000,age15_19,/men
2028,men,20,2827000,age20_24,/men
2028,men,25,3109000,age25_29,/men
2028,men,30,3217000,age30_34,/men
2028,men,35,3174000,age35_39,/men
2028,men,40,3476000,age40_44,/men
2028,men,45,3843000,age45_49,/men
2028,men,50,4506000,age50_54,/men
2028,men,55,4719000,age55_59,/men
2028,men,60,3978000,age60_64,/men
2028,men,65,3513000,age65_69,/men
2028,men,70,3310000,age70_74,/men
2028,men,75,3713000,age75_79,/men
2028,men,80,5459000,age80_,/men
2028,women,0,2045000,age00_04,/women
2028,women,5,2173000,age05_09,/women
2028,women,10,2370000,age10_14,/women
2028,women,15,2543000,age15_19,/women
2028,women,20,2707000,age20_24,/women
2028,women,25,2955000,age25_29,/women
2028,women,30,3042000,age30_34,/women
2028,women,35,3022000,age35_39,/women
2028,women,40,3381000,age40_44,/women
2028,women,45,3775000,age45_49,/women
2028,women,50,4441000,age50_54,/women
2028,women,55,4707000,age55_59,/women
2028,women,60,4041000,age60_64,/women
2028,women,65,3697000,age65_69,/women
2028,women,70,3659000,age70_74,/women
2028,women,75,4458000,age75_79,/women
2028,women,80,9109000,age80_,/women
2029,men,0,2137000,age00_04,/men
2029,men,5,2249000,age05_09,/men
2029,men,10,2452000,age10_14,/men
2029,men,15,2626000,age15_19,/men
2029,men,20,2807000,age20_24,/men
2029,men,25,3055000,age25_29,/men
2029,men,30,3221000,age30_34,/men
2029,men,35,3161000,age35_39,/men
2029,men,40,3390000,age40_44,/men
2029,men,45,3758000,age45_49,/men
2029,men,50,4333000,age50_54,/men
2029,men,55,4771000,age55_59,/men
2029,men,60,4089000,age60_64,/men
2029,men,65,3549000,age65_69,/men
2029,men,70,3256000,age70_74,/men
2029,men,75,3523000,age75_79,/men
2029,men,80,5687000,age80_,/men
2029,women,0,2031000,age00_04,/women
2029,women,5,2137000,age05_09,/women
2029,women,10,2341000,age10_14,/women
2029,women,15,2508000,age15_19,/women
2029,women,20,2689000,age20_24,/women
2029,women,25,2908000,age25_29,/women
2029,women,30,3048000,age30_34,/women
2029,women,35,3002000,age35_39,/women
2029,women,40,3285000,age40_44,/women
2029,women,45,3696000,age45_49,/women
2029,women,50,4267000,age50_54,/women
2029,women,55,4761000,age55_59,/women
2029,women,60,4148000,age60_64,/women
2029,women,65,3731000,age65_69,/women
2029,women,70,3597000,age70_74,/women
2029,women,75,4189000,age75_79,/women
2029,women,80,9444000,age80_,/women
2030,men,0,2122000,age00_04,/men
2030,men,5,2218000,age05_09,/men
2030,men,10,2415000,age10_14,/men
2030,men,15,2592000,age15_19,/men
2030,men,20,2788000,age20_24,/men
2030,men,25,3001000,age25_29,/men
2030,men,30,3213000,age30_34,/men
2030,men,35,3163000,age35_39,/men
2030,men,40,3311000,age40_44,/men
2030,men,45,3682000,age45_49,/men
2030,men,50,4169000,age50_54,/men
2030,men,55,4761000,age55_59,/men
2030,men,60,4221000,age60_64,/men
2030,men,65,3592000,age65_69,/men
2030,men,70,3232000,age70_74,/men
2030,men,75,3337000,age75_79,/men
2030,men,80,5884000,age80_,/men
2030,women,0,2018000,age00_04,/women
2030,women,5,2106000,age05_09,/women
2030,women,10,2304000,age10_14,/women
2030,women,15,2475000,age15_19,/women
2030,women,20,2674000,age20_24,/women
2030,women,25,2857000,age25_29,/women
2030,women,30,3044000,age30_34,/women
2030,women,35,3002000,age35_39,/women
2030,women,40,3196000,age40_44,/women
2030,women,45,3622000,age45_49,/women
2030,women,50,4104000,age50_54,/women
2030,women,55,4754000,age55_59,/women
2030,women,60,4275000,age60_64,/women
2030,women,65,3770000,age65_69,/women
2030,women,70,3565000,age70_74,/women
2030,women,75,3936000,age75_79,/women
2030,women,80,9727000,age80_,/women
2031,men,0,2109000,age00_04,/men
2031,men,5,2190000,age05_09,/men
2031,men,10,2374000,age10_14,/men
2031,men,15,2560000,age15_19,/men
2031,men,20,2767000,age20_24,/men
2031,men,25,2952000,age25_29,/men
2031,men,30,3193000,age30_34,/men
2031,men,35,3177000,age35_39,/men
2031,men,40,3243000,age40_44,/men
2031,men,45,3605000,age45_49,/men
2031,men,50,4024000,age50_54,/men
2031,men,55,4693000,age55_59,/men
2031,men,60,4357000,age60_64,/men
2031,men,65,3645000,age65_69,/men
2031,men,70,3227000,age70_74,/men
2031,men,75,3179000,age75_79,/men
2031,men,80,6021000,age80_,/men
2031,women,0,2006000,age00_04,/women
2031,women,5,2081000,age05_09,/women
2031,women,10,2262000,age10_14,/women
2031,women,15,2445000,age15_19,/women
2031,women,20,2657000,age20_24,/women
2031,women,25,2810000,age25_29,/women
2031,women,30,3028000,age30_34,/women
2031,women,35,3012000,age35_39,/women
2031,women,40,3119000,age40_44,/women
2031,women,45,3544000,age45_49,/women
2031,women,50,3964000,age50_54,/women
2031,women,55,4682000,age55_59,/women
2031,women,60,4414000,age60_64,/women
2031,women,65,3816000,age65_69,/women
2031,women,70,3558000,age70_74,/women
2031,women,75,3730000,age75_79,/women
2031,women,80,9933000,age80_,/women
2032,men,0,2095000,age00_04,/men
2032,men,5,2169000,age05_09,/men
2032,men,10,2331000,age10_14,/men
2032,men,15,2529000,age15_19,/men
2032,men,20,2742000,age20_24,/men
2032,men,25,2912000,age25_29,/men
2032,men,30,3158000,age30_34,/men
2032,men,35,3191000,age35_39,/men
2032,men,40,3194000,age40_44,/men
2032,men,45,3526000,age45_49,/men
2032,men,50,3903000,age50_54,/men
2032,men,55,4573000,age55_59,/men
2032,men,60,4481000,age60_64,/men
2032,men,65,3717000,age65_69,/men
2032,men,70,3240000,age70_74,/men
2032,men,75,3058000,age75_79,/men
2032,men,80,6113000,age80_,/men
2032,women,0,1993000,age00_04,/women
2032,women,5,2062000,age05_09,/women
2032,women,10,2218000,age10_14,/women
2032,women,15,2417000,age15_19,/women
2032,women,20,2634000,age20_24,/women
2032,women,25,2772000,age25_29,/women
2032,women,30,2998000,age30_34,/women
2032,women,35,3027000,age35_39,/women
2032,women,40,3058000,age40_44,/women
2032,women,45,3460000,age45_49,/women
2032,women,50,3846000,age50_54,/women
2032,women,55,4559000,age55_59,/women
2032,women,60,4543000,age60_64,/women
2032,women,65,3880000,age65_69,/women
2032,women,70,3568000,age70_74,/women
2032,women,75,3583000,age75_79,/women
2032,women,80,10064000,age80_,/women
2033,men,0,2080000,age00_04,/men
2033,men,5,2151000,age05_09,/men
2033,men,10,2290000,age10_14,/men
2033,men,15,2498000,age15_19,/men
2033,men,20,2711000,age20_24,/men
2033,men,25,2882000,age25_29,/men
2033,men,30,3114000,age30_34,/men
2033,men,35,3202000,age35_39,/men
2033,men,40,3162000,age40_44,/men
2033,men,45,3444000,age45_49,/men
2033,men,50,3800000,age50_54,/men
2033,men,55,4421000,age55_59,/men
2033,men,60,4576000,age60_64,/men
2033,men,65,3808000,age65_69,/men
2033,men,70,3267000,age70_74,/men
2033,men,75,2971000,age75_79,/men
2033,men,80,6154000,age80_,/men
2033,women,0,1977000,age00_04,/women
2033,women,5,2047000,age05_09,/women
2033,women,10,2178000,age10_14,/women
2033,women,15,2389000,age15_19,/women
2033,women,20,2604000,age20_24,/women
2033,women,25,2746000,age25_29,/women
2033,women,30,2958000,age30_34,/women
2033,women,35,3038000,age35_39,/women
2033,women,40,3020000,age40_44,/women
2033,women,45,3369000,age45_49,/women
2033,women,50,3753000,age50_54,/women
2033,women,55,4400000,age55_59,/women
2033,women,60,4641000,age60_64,/women
2033,women,65,3967000,age65_69,/women
2033,women,70,3590000,age70_74,/women
2033,women,75,3487000,age75_79,/women
2033,women,80,10133000,age80_,/women
2034,men,0,2063000,age00_04,/men
2034,men,5,2136000,age05_09,/men
2034,men,10,2252000,age10_14,/men
2034,men,15,2465000,age15_19,/men
2034,men,20,2680000,age20_24,/men
2034,men,25,2858000,age25_29,/men
2034,men,30,3062000,age30_34,/men
2034,men,35,3208000,age35_39,/men
2034,men,40,3147000,age40_44,/men
2034,men,45,3363000,age45_49,/men
2034,men,50,3712000,age50_54,/men
2034,men,55,4259000,age55_59,/men
2034,men,60,4626000,age60_64,/men
2034,men,65,3916000,age65_69,/men
2034,men,70,3303000,age70_74,/men
2034,men,75,2919000,age75_79,/men
2034,men,80,6164000,age80_,/men
2034,women,0,1961000,age00_04,/women
2034,women,5,2032000,age05_09,/women
2034,women,10,2143000,age10_14,/women
2034,women,15,2355000,age15_19,/women
2034,women,20,2572000,age20_24,/women
2034,women,25,2727000,age25_29,/women
2034,women,30,2911000,age30_34,/women
2034,women,35,3042000,age35_39,/women
2034,women,40,3003000,age40_44,/women
2034,women,45,3276000,age45_49,/women
2034,women,50,3672000,age50_54,/women
2034,women,55,4232000,age55_59,/women
2034,women,60,4690000,age60_64,/women
2034,women,65,4077000,age65_69,/women
2034,women,70,3622000,age70_74,/women
2034,women,75,3429000,age75_79,/women
2034,women,80,10159000,age80_,/women
2035,men,0,2046000,age00_04,/men
2035,men,5,2122000,age05_09,/men
2035,men,10,2222000,age10_14,/men
2035,men,15,2427000,age15_19,/men
2035,men,20,2647000,age20_24,/men
2035,men,25,2837000,age25_29,/men
2035,men,30,3010000,age30_34,/men
2035,men,35,3200000,age35_39,/men
2035,men,40,3149000,age40_44,/men
2035,men,45,3287000,age45_49,/men
2035,men,50,3637000,age50_54,/men
2035,men,55,4098000,age55_59,/men
2035,men,60,4620000,age60_64,/men
2035,men,65,4040000,age65_69,/men
2035,men,70,3347000,age70_74,/men
2035,men,75,2894000,age75_79,/men
2035,men,80,6142000,age80_,/men
2035,women,0,1943000,age00_04,/women
2035,women,5,2018000,age05_09,/women
2035,women,10,2111000,age10_14,/women
2035,women,15,2318000,age15_19,/women
2035,women,20,2540000,age20_24,/women
2035,women,25,2710000,age25_29,/women
2035,women,30,2864000,age30_34,/women
2035,women,35,3037000,age35_39,/women
2035,women,40,3001000,age40_44,/women
2035,women,45,3191000,age45_49,/women
2035,women,50,3595000,age50_54,/women
2035,women,55,4076000,age55_59,/women
2035,women,60,4677000,age60_64,/women
2035,women,65,4205000,age65_69,/women
2035,women,70,3659000,age70_74,/women
2035,women,75,3399000,age75_79,/women
2035,women,80,10150000,age80_,/women
2036,men,0,2027000,age00_04,/men
2036,men,5,2108000,age05_09,/men
2036,men,10,2194000,age10_14,/men
2036,men,15,2387000,age15_19,/men
2036,men,20,2615000,age20_24,/men
2036,men,25,2816000,age25_29,/men
2036,men,30,2961000,age30_34,/men
2036,men,35,3181000,age35_39,/men
2036,men,40,3158000,age40_44,/men
2036,men,45,3221000,age45_49,/men
2036,men,50,3560000,age50_54,/men
2036,men,55,3954000,age55_59,/men
2036,men,60,4556000,age60_64,/men
2036,men,65,4169000,age65_69,/men
2036,men,70,3402000,age70_74,/men
2036,men,75,2892000,age75_79,/men
2036,men,80,6101000,age80_,/men
2036,women,0,1926000,age00_04,/women
2036,women,5,2004000,age05_09,/women
2036,women,10,2086000,age10_14,/women
2036,women,15,2278000,age15_19,/women
2036,women,20,2509000,age20_24,/women
2036,women,25,2691000,age25_29,/women
2036,women,30,2820000,age30_34,/women
2036,women,35,3021000,age35_39,/women
2036,women,40,3009000,age40_44,/women
2036,women,45,3116000,age45_49,/women
2036,women,50,3517000,age50_54,/women
2036,women,55,3938000,age55_59,/women
2036,women,60,4610000,age60_64,/women
2036,women,65,4337000,age65_69,/women
2036,women,70,3712000,age70_74,/women
2036,women,75,3391000,age75_79,/women
2036,women,80,10115000,age80_,/women
2037,men,0,2007000,age00_04,/men
2037,men,5,2093000,age05_09,/men
2037,men,10,2171000,age10_14,/men
2037,men,15,2345000,age15_19,/men
2037,men,20,2583000,age20_24,/men
2037,men,25,2792000,age25_29,/men
2037,men,30,2921000,age30_34,/men
2037,men,35,3148000,age35_39,/men
2037,men,40,3174000,age40_44,/men
2037,men,45,3172000,age45_49,/men
2037,men,50,3484000,age50_54,/men
2037,men,55,3833000,age55_59,/men
2037,men,60,4445000,age60_64,/men
2037,men,65,4287000,age65_69,/men
2037,men,70,3471000,age70_74,/men
2037,men,75,2906000,age75_79,/men
2037,men,80,6052000,age80_,/men
2037,women,0,1908000,age00_04,/women
2037,women,5,1991000,age05_09,/women
2037,women,10,2065000,age10_14,/women
2037,women,15,2236000,age15_19,/women
2037,women,20,2479000,age20_24,/women
2037,women,25,2667000,age25_29,/women
2037,women,30,2784000,age30_34,/women
2037,women,35,2991000,age35_39,/women
2037,women,40,3021000,age40_44,/women
2037,women,45,3059000,age45_49,/women
2037,women,50,3431000,age50_54,/women
2037,women,55,3821000,age55_59,/women
2037,women,60,4493000,age60_64,/women
2037,women,65,4457000,age65_69,/women
2037,women,70,3779000,age70_74,/women
2037,women,75,3401000,age75_79,/women
2037,women,80,10063000,age80_,/women
2038,men,0,1987000,age00_04,/men
2038,men,5,2078000,age05_09,/men
2038,men,10,2153000,age10_14,/men
2038,men,15,2306000,age15_19,/men
2038,men,20,2551000,age20_24,/men
2038,men,25,2762000,age25_29,/men
2038,men,30,2890000,age30_34,/men
2038,men,35,3103000,age35_39,/men
